0	0
1	0
5	0
6	0
9	0
1	1
2	1
6	1
7	1
8	1
9	1
1	2
3	2
7	2
9	2
0	3
1	3
3	3
5	3
6	3
7	3
1	4
3	4
6	4
8	4
